Name,Access_Source__c,Account_Path__c,Actionability_Score__c,Aggregatable__c,Bucketing_Strategy__c,Business_Concept__c,Canonical_Field_Key__c,Cardinality_Suitability_Score__c,Classification_Basis__c,Cohort_Dimension_Type__c,Cohort_Suitability_Score__c,Cohort_Suitable__c,Controllability_Score__c,Coverage_Pct__c,Direction_Hypothesis__c,Distinct_Count__c,Earliest_Date__c,Eligibility_Status__c,Exclusion_Reason__c,Explainability_Score__c,Field_Label__c,Field_Type__c,Grain__c,Last_Profiled_At__c,Latest_Date__c,Leakage_Risk_Score__c,Measurement_Concepts__c,Metric_Archetypes__c,Observation_Type__c,Origin_System__c,Peer_Group_Utility_Score__c,Populated_Count__c,Predictive_Prior_Score__c,Primary_Source_Role__c,Primary_Theme__c,Profile_Summary__c,Provenance_Role__c,Reference_Evidence__c,Sample_Values__c,Secondary_Themes__c,Source_Confidence_Score__c,Source_Field__c,Source_Object__c,Source_Roles__c,Stability_Prior_Score__c,Windowable__c
Case.Source_Overall_Case_Satisfaction__c,salesforce,Case.AccountId -> Account.Id,0.4,True,,Source Overall Case Satisfaction,salesforce:Case:Source_Overall_Case_Satisfaction__c,0,Operational Account-linked source prior. | final_usage=OUTCOME | final_roles=OUTCOME | recommended_use=NOT_PREDICTOR_INPUT,,0,False,0.5,,CONTEXT_DEPENDENT,,,OUTCOME_ONLY,Outcome/target; not predictor input.,0.45,Source Overall Case Satisfaction,double,Case,,,1,,TREND;VARIABILITY,MEASURE,salesforce,0,,0.45,OUTCOME,,,OPERATIONAL SOURCE,historical_recipe_count=1; signal=0; no_signal=1; examples=Support Satsifaction; recipe_keys=HIST_SFDC_B5D1902456CF6DA2DB2D | historical_prior_average=0.45,,,0.9,Source_Overall_Case_Satisfaction__c,Case,OUTCOME,0,True
Case.Source_Product__c,salesforce,Case.AccountId -> Account.Id,0.75,True,,Source Product,salesforce:Case:Source_Product__c,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=GROUPING;FILTER;PRODUCT_SERVICE_DIMENSION | recommended_use=SEGMENT;FILTER,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.8,Source Product,string,Case,,,0.1,PRODUCT_FUNCTIONALITY,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0,,0.7,DIRECT_EXPERIENCE_INPUT,PRODUCT_SERVICE,,OPERATIONAL SOURCE,historical_recipe_count=2; signal=0; no_signal=2; examples=# tickets for Others products | # tickets for Write Up; recipe_keys=HIST_SFDC_D27AA9138A9919C4B55C;HIST_SFDC_E415834DE8B56FA2C624 | historical_prior_average=0.45,,,0.9,Source_Product__c,Case,DIRECT_EXPERIENCE_INPUT,0,False
Case.Source_Resolution_Date__c,salesforce,Case.AccountId -> Account.Id,0.75,True,,Source Resolution Date,salesforce:Case:Source_Resolution_Date__c,0,Operational Account-linked source prior. | final_usage=BUSINESS_DATE | final_roles=BUSINESS_DATE;WINDOW;DURATION_INPUT | recommended_use=TIME_WINDOW_OR_DURATION,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.8,Source Resolution Date,date,Case,,,0.1,,RECENCY;DURATION,TIMEPOINT,salesforce,0,,0.7,DIRECT_EXPERIENCE_INPUT,TIME,,OPERATIONAL SOURCE,,,,0.9,Source_Resolution_Date__c,Case,DIRECT_EXPERIENCE_INPUT,0,True
Case.Source_Root_Cause__c,salesforce,Case.AccountId -> Account.Id,0.4,True,,Source Root Cause,salesforce:Case:Source_Root_Cause__c,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=GROUPING;FILTER;PRODUCT_SERVICE_DIMENSION | recommended_use=SEGMENT;FILTER,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.45,Source Root Cause,string,Case,,,0.1,PRODUCT_QUALITY;PRODUCT_DEFECTS;PRODUCT_FUNCTIONALITY,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0,,0.45,DIRECT_EXPERIENCE_INPUT,PRODUCT_SERVICE,,OPERATIONAL SOURCE,historical_recipe_count=33; signal=17; no_signal=16; examples=# of ticket types present | % tickets By Type - Customer Environment | % 'how to' tickets | % 'how to' tickets | % defect tickets | % defect tickets; recipe_keys=HIST_SFDC_17EF20A16252A2E9F7A0;HIST_SFDC_FC7D3DE38A477A964B16;HIST_SFDC_46E93CF93723E7E1CCAC;HIST_SFDC_46E93CF93723E7E1CCAC;HIST_SFDC_3A7A109770C6AC71D4C0;HIST_SFDC_3A7A109770C6AC71D4C0 | historical_prior_average=0.605,,,0.9,Source_Root_Cause__c,Case,DIRECT_EXPERIENCE_INPUT,0,False
Case.Source_Severity__c,salesforce,Case.AccountId -> Account.Id,0.4,True,,Source Severity,salesforce:Case:Source_Severity__c,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=GROUPING;FILTER;PRODUCT_SERVICE_DIMENSION | recommended_use=SEGMENT;FILTER,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.45,Source Severity,string,Case,,,0.1,PRODUCT_QUALITY;PRODUCT_DEFECTS;PRODUCT_FUNCTIONALITY,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0,,0.45,DIRECT_EXPERIENCE_INPUT,PRODUCT_SERVICE,,OPERATIONAL SOURCE,historical_recipe_count=9; signal=2; no_signal=7; examples=ttr major tickets | ttr mission critical tickets | Severity:% Major tickets | Severity: % Minor tickets | Severity: # critical tickets | Severity: # Major tickets; recipe_keys=HIST_SFDC_FC101192C47F02991FF7;HIST_SFDC_BCB07371CACF3CAD088C;HIST_SFDC_E92F78D4FA811DA07BDB;HIST_SFDC_3ADF6431106D7F77900D;HIST_SFDC_3DA9CB79CD28530D3052;HIST_SFDC_43469E7F8B95F7F3935E | historical_prior_average=0.517,,,0.9,Source_Severity__c,Case,DIRECT_EXPERIENCE_INPUT,0,False
Case.Source_Special_Attention__c,salesforce,Case.AccountId -> Account.Id,0.75,True,,Source Special Attention,salesforce:Case:Source_Special_Attention__c,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=GROUPING;FILTER;PROCESS_DIMENSION | recommended_use=SEGMENT;FILTER,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.8,Source Special Attention,string,Case,,,0.1,PROCESS_EXCEPTION,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0,,0.7,DIRECT_EXPERIENCE_INPUT,PROCESS,,OPERATIONAL SOURCE,historical_recipe_count=1; signal=0; no_signal=1; examples=; recipe_keys=HIST_SFDC_36982FC377DADB6EA590 | historical_prior_average=0.45,,,0.9,Source_Special_Attention__c,Case,DIRECT_EXPERIENCE_INPUT,0,False
Case.Source_State__c,salesforce,Case.AccountId -> Account.Id,0.75,True,,Source State,salesforce:Case:Source_State__c,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=GROUPING;FILTER;PROCESS_DIMENSION | recommended_use=SEGMENT;FILTER,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.8,Source State,string,Case,,,0.1,PROCESS_STEPS,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0,,0.7,DIRECT_EXPERIENCE_INPUT,PROCESS,,OPERATIONAL SOURCE,historical_recipe_count=6; signal=2; no_signal=4; examples=% active tickets | ticket resolution rate | % cancelled tickets | # resolved tickets | % resolved tickets | # days to resolve tickets; recipe_keys=HIST_SFDC_73A901FFE71DC328204F;HIST_SFDC_DFF3E0F82909502306E3;HIST_SFDC_DB10CF114484043F9A2B;HIST_SFDC_30C8971002E4BF7457F2;HIST_SFDC_E1089CC6A5878F46CF33;HIST_SFDC_92917BF328813F562BE0 | historical_prior_average=0.55,,,0.9,Source_State__c,Case,DIRECT_EXPERIENCE_INPUT,0,False
Case.Source_Status__c,salesforce,Case.AccountId -> Account.Id,0.75,True,,Source Status,salesforce:Case:Source_Status__c,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=GROUPING;FILTER;PROCESS_DIMENSION | recommended_use=SEGMENT;FILTER,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.8,Source Status,string,Case,,,0.1,PROCESS_STEPS,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0,,0.7,DIRECT_EXPERIENCE_INPUT,PROCESS,,OPERATIONAL SOURCE,historical_recipe_count=1; signal=0; no_signal=1; examples=ticket status cohort; recipe_keys=HIST_SFDC_B695B5D57D295A171064 | historical_prior_average=0.45,,,0.9,Source_Status__c,Case,DIRECT_EXPERIENCE_INPUT,0,False
Case.Source_Support_Level__c,salesforce,Case.AccountId -> Account.Id,0.4,True,,Source Support Level,salesforce:Case:Source_Support_Level__c,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=GROUPING;FILTER;PRODUCT_SERVICE_DIMENSION | recommended_use=SEGMENT;FILTER,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.45,Source Support Level,string,Case,,,0.1,PRODUCT_QUALITY;PRODUCT_DEFECTS;PRODUCT_FUNCTIONALITY,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0,,0.45,DIRECT_EXPERIENCE_INPUT,PRODUCT_SERVICE,,OPERATIONAL SOURCE,historical_recipe_count=8; signal=7; no_signal=1; examples=% tickets under Free Support level | % tickets under Level 1 Paying | % tickets under Level 2 Paying | free support ttr | level 1 paying ttr | level 2 paying ttr; recipe_keys=HIST_SFDC_01F9910D5F5B562EEE22;HIST_SFDC_F2E89D40361130D580DB;HIST_SFDC_101FDD248A0182D367A2;HIST_SFDC_9D3A8B43E04811E61F61;HIST_SFDC_91B42E34620B27A93D4C;HIST_SFDC_91005B6631DDA505FF84 | historical_prior_average=0.713,,,0.9,Source_Support_Level__c,Case,DIRECT_EXPERIENCE_INPUT,0,False
Case.Status,salesforce,Case.AccountId -> Account.Id,0.75,True,,Status,salesforce:Case:Status,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=GROUPING;FILTER;PROCESS_DIMENSION | recommended_use=SEGMENT;FILTER,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.8,Status,picklist,Case,,,0.1,PROCESS_STEPS,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0,,0.7,DIRECT_EXPERIENCE_INPUT,PROCESS,,OPERATIONAL SOURCE,,,,0.8,Status,Case,DIRECT_EXPERIENCE_INPUT,0,False
Case.Subject,salesforce,Case.AccountId -> Account.Id,0.75,True,,Subject,salesforce:Case:Subject,0,Operational Account-linked source prior. | final_usage=UNSTRUCTURED_TEXT | final_roles=TEXT | recommended_use=SEMANTIC_EXTRACTION_OR_CONTEXT,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.8,Subject,string,Case,,,0.1,INFO_COMMUNICATION,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0,,0.7,DIRECT_EXPERIENCE_INPUT,INFORMATION,,OPERATIONAL SOURCE,,,,0.8,Subject,Case,DIRECT_EXPERIENCE_INPUT,0,False
Case.SuppliedCompany,salesforce,Case.AccountId -> Account.Id,0.4,True,,Company,salesforce:Case:SuppliedCompany,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=GROUPING;FILTER | recommended_use=SEGMENT;FILTER,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.45,Company,string,Case,,,0.1,,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0,,0.45,DIRECT_EXPERIENCE_INPUT,,,OPERATIONAL SOURCE,,,,0.8,SuppliedCompany,Case,DIRECT_EXPERIENCE_INPUT,0,False
Case.SuppliedEmail,salesforce,Case.AccountId -> Account.Id,0.75,False,,Email Address,salesforce:Case:SuppliedEmail,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=CONTEXT | recommended_use=REVIEW,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.8,Email Address,email,Case,,,0.1,PEOPLE_ENGAGEMENT;INFO_COMMUNICATION,,CATEGORY_OR_TEXT,salesforce,0,,0.7,DIRECT_EXPERIENCE_INPUT,PEOPLE,,OPERATIONAL SOURCE,,,INFORMATION,0.8,SuppliedEmail,Case,DIRECT_EXPERIENCE_INPUT,0,False
Case.SuppliedName,salesforce,Case.AccountId -> Account.Id,0.4,True,,Name,salesforce:Case:SuppliedName,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=GROUPING;FILTER | recommended_use=SEGMENT;FILTER,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.45,Name,string,Case,,,0.1,,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0,,0.45,DIRECT_EXPERIENCE_INPUT,,,OPERATIONAL SOURCE,,,,0.8,SuppliedName,Case,DIRECT_EXPERIENCE_INPUT,0,False
Case.SuppliedPhone,salesforce,Case.AccountId -> Account.Id,0.4,True,,Phone,salesforce:Case:SuppliedPhone,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=GROUPING;FILTER | recommended_use=SEGMENT;FILTER,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.45,Phone,string,Case,,,0.1,,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0,,0.45,DIRECT_EXPERIENCE_INPUT,,,OPERATIONAL SOURCE,,,,0.8,SuppliedPhone,Case,DIRECT_EXPERIENCE_INPUT,0,False
Case.Support_Category__c,salesforce,Case.AccountId -> Account.Id,0.75,True,,Support Category,salesforce:Case:Support_Category__c,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=GROUPING;FILTER | recommended_use=SEGMENT;FILTER,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.8,Support Category,string,Case,,,0.1,PEOPLE_OWNERSHIP,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0,,0.7,DIRECT_EXPERIENCE_INPUT,PEOPLE,,OPERATIONAL SOURCE,historical_recipe_count=1; signal=0; no_signal=1; examples=ticket category cohort; recipe_keys=HIST_SFDC_06402688D351F708F59C | historical_prior_average=0.45,,,0.8,Support_Category__c,Case,DIRECT_EXPERIENCE_INPUT,0,False
Case.Support_Level__c,salesforce,Case.AccountId -> Account.Id,0.4,True,,Support Level,salesforce:Case:Support_Level__c,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=GROUPING;FILTER;PRODUCT_SERVICE_DIMENSION | recommended_use=SEGMENT;FILTER,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.45,Support Level,picklist,Case,,,0.1,PRODUCT_QUALITY;PRODUCT_DEFECTS;PRODUCT_FUNCTIONALITY,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0,,0.45,DIRECT_EXPERIENCE_INPUT,PRODUCT_SERVICE,,OPERATIONAL SOURCE,,,,0.8,Support_Level__c,Case,DIRECT_EXPERIENCE_INPUT,0,False
Case.SystemModstamp,salesforce,Case.AccountId -> Account.Id,0.4,True,,System Modstamp,salesforce:Case:SystemModstamp,0,Operational Account-linked source prior. | final_usage=SYSTEM_METADATA | final_roles=SYSTEM_METADATA | recommended_use=IGNORE,,0,False,0.5,,CONTEXT_DEPENDENT,,,EXCLUDE,Salesforce system metadata; not business-source evidence.,0.45,System Modstamp,datetime,Case,,,0.1,,RECENCY;DURATION,TIMEPOINT,salesforce,0,,0.45,IGNORE,,,OPERATIONAL SOURCE,,,,0.8,SystemModstamp,Case,SYSTEM_METADATA,0,True
Case.Time_to_Resolution_Days__c,salesforce,Case.AccountId -> Account.Id,0.75,True,,Time to Resolution Days,salesforce:Case:Time_to_Resolution_Days__c,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=MEASURE;TIME_INPUT | recommended_use=AGGREGATE,,0,False,0.5,,LOWER_BETTER,,,ELIGIBLE,,0.8,Time to Resolution Days,double,Case,,,0.1,TIME_DURATION,DURATION;VARIABILITY;TREND,MEASURE,salesforce,0,,0.7,DIRECT_EXPERIENCE_INPUT,TIME,,OPERATIONAL SOURCE,historical_recipe_count=41; signal=12; no_signal=29; examples=ttr Contracta | ttr QuoteFlow | ttr Write Up | ttr by customer-driven knowledge | ttr by ticket type - Defect | free support ttr; recipe_keys=HIST_SFDC_FF803F43FD64B30818C9;HIST_SFDC_B25419011F6FD058F578;HIST_SFDC_10B3FEEC9CABC5966281;HIST_SFDC_21BF111826878617577A;HIST_SFDC_895E417CDA623EAA15D3;HIST_SFDC_9D3A8B43E04811E61F61 | historical_prior_average=0.538,,,0.8,Time_to_Resolution_Days__c,Case,DIRECT_EXPERIENCE_INPUT,0,True
Case.Type,salesforce,Case.AccountId -> Account.Id,0.4,True,,Case Type,salesforce:Case:Type,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=GROUPING;FILTER;PROCESS_DIMENSION | recommended_use=SEGMENT;FILTER,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.45,Case Type,picklist,Case,,,0.1,PROCESS_STEPS;PROCESS_COMPLETION;PROCESS_COMPLIANCE,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0,,0.45,DIRECT_EXPERIENCE_INPUT,PROCESS,,OPERATIONAL SOURCE,,,,0.8,Type,Case,DIRECT_EXPERIENCE_INPUT,0,False
Opportunity.AccountId,salesforce,Opportunity.AccountId -> Account.Id,0,True,,Account ID,salesforce:Opportunity:AccountId,0,Account/source linkage field; not a feature itself. | final_usage=LINKAGE | final_roles=LINKAGE | recommended_use=JOIN_ONLY,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.1,Account ID,reference,Opportunity,,,0.05,,COUNT;TRANSITION,RELATIONSHIP,salesforce,0,,0,LINKAGE,,,SOURCE LINKAGE,,,,0.95,AccountId,Opportunity,LINKAGE,0,True
Opportunity.Amount,salesforce,Opportunity.AccountId -> Account.Id,0.4,True,,Amount,salesforce:Opportunity:Amount,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=MEASURE;VALUE_DIMENSION | recommended_use=AGGREGATE,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.8,Amount,currency,Opportunity,,,0.1,VALUE_COMMERCIAL_GROWTH,MONETARY;TREND;RATIO,MEASURE,salesforce,0,,0.7,DIRECT_EXPERIENCE_INPUT,VALUE,,OPERATIONAL SOURCE,,,,0.8,Amount,Opportunity,DIRECT_EXPERIENCE_INPUT,0,True
Opportunity.Annual_Renewal__c,salesforce,Opportunity.AccountId -> Account.Id,0.4,True,,Annual Renewal,salesforce:Opportunity:Annual_Renewal__c,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=MEASURE;VALUE_DIMENSION | recommended_use=AGGREGATE,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.8,Annual Renewal,currency,Opportunity,,,0.1,VALUE_RENEWAL,MONETARY;TREND;RATIO,MEASURE,salesforce,0,,0.7,DIRECT_EXPERIENCE_INPUT,VALUE,,OPERATIONAL SOURCE,historical_recipe_count=1; signal=0; no_signal=1; examples=Annual Revenue; recipe_keys=HIST_SFDC_36D0D7B4A4A5964A0731 | historical_prior_average=0.45,,,0.8,Annual_Renewal__c,Opportunity,DIRECT_EXPERIENCE_INPUT,0,True
Opportunity.ARR__c,salesforce,Opportunity.AccountId -> Account.Id,0.4,True,,ARR,salesforce:Opportunity:ARR__c,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=MEASURE;VALUE_DIMENSION | recommended_use=AGGREGATE,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.8,ARR,currency,Opportunity,,,0.1,VALUE_COMMERCIAL_GROWTH,MONETARY;TREND;RATIO,MEASURE,salesforce,0,,0.7,DIRECT_EXPERIENCE_INPUT,VALUE,,OPERATIONAL SOURCE,historical_recipe_count=1; signal=0; no_signal=1; examples=annual recurring revenue; recipe_keys=HIST_SFDC_9457CF283176AF720E52 | historical_prior_average=0.45,,,0.8,ARR__c,Opportunity,DIRECT_EXPERIENCE_INPUT,0,True
Opportunity.CampaignId,salesforce,Opportunity.AccountId -> Account.Id,0.4,True,,Campaign ID,salesforce:Opportunity:CampaignId,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=GROUPING;HANDOFF_OR_OWNERSHIP | recommended_use=COUNT_DISTINCT;TRANSITION,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.45,Campaign ID,reference,Opportunity,,,0.1,,COUNT;TRANSITION,RELATIONSHIP,salesforce,0,,0.45,DIRECT_EXPERIENCE_INPUT,,,OPERATIONAL SOURCE,,,,0.8,CampaignId,Opportunity,DIRECT_EXPERIENCE_INPUT,0,True
Opportunity.CloseDate,salesforce,Opportunity.AccountId -> Account.Id,0.75,True,,Close Date,salesforce:Opportunity:CloseDate,0,Operational Account-linked source prior. | final_usage=BUSINESS_DATE | final_roles=BUSINESS_DATE;WINDOW;DURATION_INPUT | recommended_use=TIME_WINDOW_OR_DURATION,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.8,Close Date,date,Opportunity,,,0.1,PROCESS_COMPLETION,RECENCY;DURATION,TIMEPOINT,salesforce,0,,0.7,DIRECT_EXPERIENCE_INPUT,PROCESS,,OPERATIONAL SOURCE,,,TIME,0.8,CloseDate,Opportunity,DIRECT_EXPERIENCE_INPUT,0,True
Opportunity.ContactId,salesforce,Opportunity.AccountId -> Account.Id,0.75,True,,Contact ID,salesforce:Opportunity:ContactId,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=GROUPING;HANDOFF_OR_OWNERSHIP | recommended_use=COUNT_DISTINCT;TRANSITION,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.8,Contact ID,reference,Opportunity,,,0.1,PEOPLE_RELATIONSHIP_COVERAGE,COUNT;TRANSITION,RELATIONSHIP,salesforce,0,,0.7,DIRECT_EXPERIENCE_INPUT,PEOPLE,,OPERATIONAL SOURCE,,,,0.8,ContactId,Opportunity,DIRECT_EXPERIENCE_INPUT,0,True
Opportunity.CreatedById,salesforce,Opportunity.AccountId -> Account.Id,0.75,True,,Created By ID,salesforce:Opportunity:CreatedById,0,Operational Account-linked source prior. | final_usage=SYSTEM_METADATA | final_roles=SYSTEM_METADATA | recommended_use=IGNORE,,0,False,0.5,,CONTEXT_DEPENDENT,,,EXCLUDE,Salesforce system metadata; not business-source evidence.,0.8,Created By ID,reference,Opportunity,,,0.1,,COUNT;TRANSITION,RELATIONSHIP,salesforce,0,,0.7,IGNORE,TIME,,OPERATIONAL SOURCE,,,,0.8,CreatedById,Opportunity,SYSTEM_METADATA,0,True
Opportunity.CreatedDate,salesforce,Opportunity.AccountId -> Account.Id,0.75,True,,Created Date,salesforce:Opportunity:CreatedDate,0,Operational Account-linked source prior. | final_usage=SYSTEM_DATE | final_roles=SYSTEM_METADATA;SYSTEM_DATE | recommended_use=DO_NOT_USE_AS_BUSINESS_TIME,,0,False,0.5,,CONTEXT_DEPENDENT,,,EXCLUDE,Salesforce system metadata; not business-source evidence.,0.8,Created Date,datetime,Opportunity,,,0.1,,RECENCY;DURATION,TIMEPOINT,salesforce,0,,0.7,IGNORE,TIME,,OPERATIONAL SOURCE,,,,0.8,CreatedDate,Opportunity,SYSTEM_DATE,0,True
Opportunity.Description,salesforce,Opportunity.AccountId -> Account.Id,0.4,False,,Description,salesforce:Opportunity:Description,0,Operational Account-linked source prior. | final_usage=UNSTRUCTURED_TEXT | final_roles=TEXT | recommended_use=SEMANTIC_EXTRACTION_OR_CONTEXT,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.45,Description,textarea,Opportunity,,,0.1,,,CATEGORY_OR_TEXT,salesforce,0,,0.45,DIRECT_EXPERIENCE_INPUT,,,OPERATIONAL SOURCE,,,,0.8,Description,Opportunity,DIRECT_EXPERIENCE_INPUT,0,False
Opportunity.ExpectedRevenue,salesforce,Opportunity.AccountId -> Account.Id,0.4,True,,Expected Amount,salesforce:Opportunity:ExpectedRevenue,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=MEASURE;VALUE_DIMENSION | recommended_use=AGGREGATE,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.8,Expected Amount,currency,Opportunity,,,0.1,VALUE_COMMERCIAL_GROWTH,MONETARY;TREND;RATIO,MEASURE,salesforce,0,,0.7,DIRECT_EXPERIENCE_INPUT,VALUE,,OPERATIONAL SOURCE,,,,0.8,ExpectedRevenue,Opportunity,DIRECT_EXPERIENCE_INPUT,0,True
Opportunity.Fiscal,salesforce,Opportunity.AccountId -> Account.Id,0.4,True,,Fiscal Period,salesforce:Opportunity:Fiscal,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=GROUPING;FILTER | recommended_use=SEGMENT;FILTER,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.45,Fiscal Period,string,Opportunity,,,0.1,,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0,,0.45,DIRECT_EXPERIENCE_INPUT,,,OPERATIONAL SOURCE,,,,0.8,Fiscal,Opportunity,DIRECT_EXPERIENCE_INPUT,0,False
Opportunity.FiscalQuarter,salesforce,Opportunity.AccountId -> Account.Id,0.4,True,,Fiscal Quarter,salesforce:Opportunity:FiscalQuarter,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=MEASURE | recommended_use=AGGREGATE,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.45,Fiscal Quarter,int,Opportunity,,,0.1,,TREND;VARIABILITY,MEASURE,salesforce,0,,0.45,DIRECT_EXPERIENCE_INPUT,,,OPERATIONAL SOURCE,,,,0.8,FiscalQuarter,Opportunity,DIRECT_EXPERIENCE_INPUT,0,True
Opportunity.FiscalYear,salesforce,Opportunity.AccountId -> Account.Id,0.4,True,,Fiscal Year,salesforce:Opportunity:FiscalYear,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=MEASURE | recommended_use=AGGREGATE,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.45,Fiscal Year,int,Opportunity,,,0.1,,TREND;VARIABILITY,MEASURE,salesforce,0,,0.45,DIRECT_EXPERIENCE_INPUT,,,OPERATIONAL SOURCE,,,,0.8,FiscalYear,Opportunity,DIRECT_EXPERIENCE_INPUT,0,True
Opportunity.ForecastCategory,salesforce,Opportunity.AccountId -> Account.Id,0.75,True,,Forecast Category,salesforce:Opportunity:ForecastCategory,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=GROUPING;FILTER;PROCESS_DIMENSION | recommended_use=SEGMENT;FILTER,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.8,Forecast Category,picklist,Opportunity,,,0.1,TIME_PREDICTABILITY,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0,,0.7,DIRECT_EXPERIENCE_INPUT,TIME,,OPERATIONAL SOURCE,,,,0.8,ForecastCategory,Opportunity,DIRECT_EXPERIENCE_INPUT,0,False
